Datetime,Close,High,Low,Open,Volume
2025-01-02 14:30:00+00:00,242.6862030029297,249.10000610351562,242.30999755859375,248.92999267578125,31181025
2025-01-02 18:30:00+00:00,243.82000732421875,243.9499969482422,241.82009887695312,242.6699981689453,16822352
2025-01-03 14:30:00+00:00,243.00999450683594,244.17999267578125,241.88999938964844,243.3699951171875,21090325
2025-01-03 18:30:00+00:00,243.3000030517578,243.60000610351562,242.57000732421875,243.0,10532401
2025-01-06 14:30:00+00:00,245.02999877929688,247.3300018310547,243.83999633789062,244.3300018310547,22008569
2025-01-06 18:30:00+00:00,245.0,245.33999633789062,244.4199981689453,245.02999877929688,8144974
2025-01-07 14:30:00+00:00,243.15550231933594,245.5500030517578,241.36000061035156,242.97999572753906,20224074
2025-01-07 18:30:00+00:00,242.19000244140625,243.17999267578125,241.53900146484375,243.14999389648438,10032248
2025-01-08 14:30:00+00:00,242.35000610351562,243.71229553222656,240.0500030517578,241.97000122070312,16947584
2025-01-08 18:30:00+00:00,242.72000122070312,242.98699951171875,241.04400634765625,242.35000610351562,8786878
2025-01-10 14:30:00+00:00,237.11500549316406,240.14999389648438,233.0,240.02499389648438,32703620
2025-01-10 18:30:00+00:00,236.92999267578125,237.5850067138672,235.75,237.1199951171875,11853684
2025-01-13 14:30:00+00:00,233.3800048828125,233.58999633789062,229.72000122070312,233.5,25752780
2025-01-13 18:30:00+00:00,234.39999389648438,234.6699981689453,233.25999450683594,233.3800048828125,10549315
2025-01-14 14:30:00+00:00,234.02020263671875,236.1199951171875,232.64999389648438,234.75,15960125
2025-01-14 18:30:00+00:00,233.27999877929688,234.9199981689453,232.4720001220703,234.0399932861328,10920324
2025-01-15 14:30:00+00:00,237.52999877929688,238.5399932861328,234.42999267578125,234.63999938964844,17470752
2025-01-15 18:30:00+00:00,237.85000610351562,238.47000122070312,237.25999450683594,237.52000427246094,9374725
2025-01-16 14:30:00+00:00,229.19000244140625,238.00999450683594,229.07000732421875,237.49000549316406,36147574
2025-01-16 18:30:00+00:00,228.24000549316406,230.068603515625,228.02999877929688,229.18499755859375,21742840
2025-01-17 14:30:00+00:00,229.91000366210938,232.2899932861328,229.49000549316406,232.11500549316406,41620800
2025-01-17 18:30:00+00:00,229.99000549316406,230.02000427246094,228.47999572753906,229.9102020263672,14835447
2025-01-21 14:30:00+00:00,220.40499877929688,224.4199981689453,219.3800048828125,224.0,54451053
2025-01-21 18:30:00+00:00,222.66000366210938,222.77999877929688,220.30999755859375,220.40469360351562,21262762
2025-01-22 14:30:00+00:00,222.11570739746094,223.35279846191406,219.8000030517578,219.94000244140625,32087924
2025-01-22 18:30:00+00:00,223.77000427246094,223.97999572753906,221.91000366210938,222.1300048828125,14018653
2025-01-23 14:30:00+00:00,223.5500030517578,227.02999877929688,223.19000244140625,224.72999572753906,31328422
2025-01-23 18:30:00+00:00,223.64999389648438,223.64999389648438,222.3000030517578,223.55999755859375,15118431
2025-01-24 14:30:00+00:00,222.16000366210938,225.6300048828125,221.9499969482422,224.97500610351562,29990790
2025-01-24 18:30:00+00:00,222.7899932861328,223.0449981689453,221.41000366210938,222.13999938964844,12836103
2025-01-27 14:30:00+00:00,231.32000732421875,231.3800048828125,224.0,224.02999877929688,47750593
2025-01-27 18:30:00+00:00,229.94000244140625,232.14999389648438,228.47999572753906,231.3000030517578,27311085
2025-01-28 14:30:00+00:00,238.74420166015625,240.19000244140625,230.8800048828125,230.8800048828125,45544279
2025-01-28 18:30:00+00:00,238.24000549316406,239.47999572753906,237.75999450683594,238.76800537109375,13390505
2025-01-29 14:30:00+00:00,237.42999267578125,238.0,234.00999450683594,234.14999389648438,23924286
2025-01-29 18:30:00+00:00,239.35000610351562,239.85499572753906,236.30999755859375,237.4499969482422,12716669
2025-01-30 14:30:00+00:00,238.4499969482422,240.7899932861328,237.2100067138672,238.6649932861328,20918803
2025-01-30 18:30:00+00:00,237.55999755859375,240.0500030517578,237.24000549316406,238.44000244140625,14995413
2025-01-31 14:30:00+00:00,236.4250030517578,247.19000244140625,236.22000122070312,247.0399932861328,51542234
2025-01-31 18:30:00+00:00,235.86000061035156,236.86000061035156,233.44000244140625,236.42999267578125,23705742
2025-02-03 14:30:00+00:00,226.89999389648438,231.8300018310547,225.7100067138672,229.44000244140625,43565929
2025-02-03 18:30:00+00:00,227.97999572753906,229.2100067138672,226.88999938964844,226.91000366210938,15431449
2025-02-04 14:30:00+00:00,232.22000122070312,232.7899932861328,226.64999389648438,227.1999969482422,25302387
2025-02-04 18:30:00+00:00,232.7899932861328,233.1300048828125,231.3800048828125,232.22569274902344,9122098
2025-02-05 14:30:00+00:00,229.91000366210938,231.27999877929688,228.3000030517578,228.49000549316406,18690325
2025-02-05 18:30:00+00:00,232.4600067138672,232.6699981689453,229.7100067138672,229.89999389648438,9358130
2025-02-06 14:30:00+00:00,232.19000244140625,233.8000030517578,230.4250030517578,231.33999633789062,15125559
2025-02-06 18:30:00+00:00,233.22000122070312,233.27999877929688,231.89500427246094,232.19000244140625,7135758
2025-02-07 14:30:00+00:00,229.2989044189453,234.0,228.19500732421875,232.51499938964844,20963709
2025-02-07 18:30:00+00:00,227.7100067138672,229.5,227.25999450683594,229.2899932861328,10598832
2025-02-10 14:30:00+00:00,228.47000122070312,230.5850067138672,228.23919677734375,229.57000732421875,15050197
2025-02-10 18:30:00+00:00,227.63999938964844,229.03500366210938,227.1999969482422,228.48500061035156,8203256
2025-02-11 14:30:00+00:00,233.5449981689453,235.22999572753906,228.1300048828125,228.1999969482422,32277750
2025-02-11 18:30:00+00:00,232.77000427246094,234.1898956298828,232.1699981689453,233.59609985351562,11141568
2025-02-12 14:30:00+00:00,235.47999572753906,235.88999938964844,230.67999267578125,231.27499389648438,23165217
2025-02-12 18:30:00+00:00,236.88999938964844,236.9600067138672,235.32000732421875,235.47320556640625,10872767
2025-02-13 14:30:00+00:00,241.02999877929688,241.42999267578125,235.57000732421875,236.97500610351562,25766143
2025-02-13 18:30:00+00:00,241.52000427246094,242.33990478515625,240.52999877929688,241.0399932861328,11724165
2025-02-14 14:30:00+00:00,243.99989318847656,245.0500030517578,241.0,241.07000732421875,22814311
2025-02-14 18:30:00+00:00,244.57000732421875,245.41000366210938,243.91000366210938,243.97999572753906,9289029
2025-02-18 14:30:00+00:00,243.43499755859375,245.17999267578125,242.860107421875,243.91000366210938,19710591
2025-02-18 18:30:00+00:00,244.47000122070312,244.60000610351562,241.83999633789062,243.42999267578125,11199105
2025-02-19 14:30:00+00:00,244.7100067138672,246.00999450683594,243.160400390625,244.61000061035156,17123308
2025-02-19 18:30:00+00:00,244.8800048828125,245.1898956298828,244.22000122070312,244.71499633789062,7664962
2025-02-20 14:30:00+00:00,245.44500732421875,246.77999877929688,244.2899932861328,244.97000122070312,17666302
2025-02-20 18:30:00+00:00,245.86000061035156,246.0,244.85000610351562,245.44000244140625,7283085
