Datetime,Close,High,Low,Open,Volume
2025-12-01 14:30:00+00:00,6809.330078125,6812.2998046875,6799.93994140625,6812.2998046875,0
2025-12-01 14:35:00+00:00,6808.35986328125,6816.669921875,6808.35986328125,6809.81982421875,45462380
2025-12-01 14:40:00+00:00,6806.52978515625,6811.419921875,6800.64013671875,6807.75,42207067
2025-12-01 14:45:00+00:00,6815.52978515625,6820.52978515625,6805.41015625,6806.4599609375,41479977
2025-12-01 14:50:00+00:00,6825.580078125,6825.580078125,6815.08984375,6815.08984375,36280441
2025-12-01 14:55:00+00:00,6828.18994140625,6832.06982421875,6825.47998046875,6825.7099609375,34257755
2025-12-01 15:00:00+00:00,6823.919921875,6831.33984375,6822.5498046875,6828.89013671875,35154836
2025-12-01 15:05:00+00:00,6824.56005859375,6827.81982421875,6820.7900390625,6823.93017578125,34081003
2025-12-01 15:10:00+00:00,6821.81005859375,6826.72021484375,6820.9599609375,6823.85986328125,30613250
2025-12-01 15:15:00+00:00,6822.31005859375,6824.72998046875,6819.60009765625,6821.81005859375,29300444
2025-12-01 15:20:00+00:00,6815.14990234375,6822.75,6814.6298828125,6822.41015625,26318872
2025-12-01 15:25:00+00:00,6812.3701171875,6815.7998046875,6810.7001953125,6815.35009765625,28157705
2025-12-01 15:30:00+00:00,6805.0400390625,6812.97998046875,6803.64990234375,6812.4599609375,27792896
2025-12-01 15:35:00+00:00,6814.9501953125,6815.330078125,6802.22021484375,6804.85986328125,33305324
2025-12-01 15:40:00+00:00,6815.35009765625,6817.8701171875,6812.47998046875,6815.08984375,31548965
2025-12-01 15:45:00+00:00,6815.72998046875,6818.4599609375,6812.7998046875,6815.2998046875,23937288
2025-12-01 15:50:00+00:00,6830.240234375,6831.18017578125,6815.7001953125,6815.81005859375,29026199
2025-12-01 15:55:00+00:00,6830.43017578125,6832.2099609375,6828.39990234375,6830.25,24962879
2025-12-01 16:00:00+00:00,6830.68994140625,6831.39013671875,6828.7900390625,6830.330078125,24201615
2025-12-01 16:05:00+00:00,6822.16015625,6830.7900390625,6817.97998046875,6830.56005859375,24133897
2025-12-01 16:10:00+00:00,6820.0498046875,6824.56982421875,6817.830078125,6822.58984375,21051757
2025-12-01 16:15:00+00:00,6819.919921875,6822.10009765625,6815.3701171875,6820.02978515625,21630233
2025-12-01 16:20:00+00:00,6822.81982421875,6825.68994140625,6819.830078125,6819.830078125,19406931
2025-12-01 16:25:00+00:00,6824.77978515625,6826.68994140625,6822.3701171875,6822.81982421875,20042373
2025-12-01 16:30:00+00:00,6827.990234375,6828.919921875,6824.66015625,6824.66015625,20567940
2025-12-01 16:35:00+00:00,6828.4501953125,6830.16015625,6827.16015625,6827.72021484375,19989738
2025-12-01 16:40:00+00:00,6834.91015625,6837.0400390625,6826.43017578125,6828.5,23315939
2025-12-01 16:45:00+00:00,6835.85009765625,6837.93994140625,6834.080078125,6834.81982421875,20376700
2025-12-01 16:50:00+00:00,6832.72998046875,6836.669921875,6832.5498046875,6835.85009765625,19795345
2025-12-01 16:55:00+00:00,6833.0,6834.25,6831.33984375,6832.7099609375,18603891
2025-12-01 17:00:00+00:00,6835.6201171875,6836.7900390625,6832.35986328125,6833.009765625,19347645
2025-12-01 17:05:00+00:00,6834.759765625,6838.3701171875,6834.47998046875,6835.64990234375,17851319
2025-12-01 17:10:00+00:00,6832.39990234375,6837.06982421875,6832.31982421875,6834.68017578125,19970860
2025-12-01 17:15:00+00:00,6830.91015625,6832.740234375,6827.009765625,6832.509765625,19423037
2025-12-01 17:20:00+00:00,6831.58984375,6833.1201171875,6829.259765625,6830.8701171875,18393000
2025-12-01 17:25:00+00:00,6833.81005859375,6835.35009765625,6830.39013671875,6831.58984375,16346000
2025-12-01 17:30:00+00:00,6833.68017578125,6835.3798828125,6831.68994140625,6833.89013671875,17280000
2025-12-01 17:35:00+00:00,6832.35986328125,6835.83984375,6831.77001953125,6833.68994140625,17909000
2025-12-01 17:40:00+00:00,6838.97998046875,6839.0400390625,6832.2099609375,6832.2099609375,17154000
2025-12-01 17:45:00+00:00,6839.52001953125,6841.77978515625,6838.93994140625,6839.10009765625,19177000
2025-12-01 17:50:00+00:00,6835.33984375,6839.39990234375,6834.85009765625,6839.39990234375,19221000
2025-12-01 17:55:00+00:00,6833.97998046875,6836.3798828125,6832.91015625,6835.39013671875,17738000
2025-12-01 18:00:00+00:00,6837.35986328125,6838.080078125,6833.759765625,6833.990234375,17176000
2025-12-01 18:05:00+00:00,6838.0498046875,6838.9501953125,6836.16015625,6837.31982421875,16410000
2025-12-01 18:10:00+00:00,6839.5498046875,6840.7998046875,6837.580078125,6837.9599609375,18597000
2025-12-01 18:15:00+00:00,6839.169921875,6841.02978515625,6837.41015625,6839.52001953125,16532000
2025-12-01 18:20:00+00:00,6838.60009765625,6839.10986328125,6836.9501953125,6839.10986328125,18879000
2025-12-01 18:25:00+00:00,6838.16015625,6840.25,6837.9501953125,6838.66015625,17607000
2025-12-01 18:30:00+00:00,6840.89013671875,6841.0498046875,6838.2099609375,6838.2099609375,17313000
2025-12-01 18:35:00+00:00,6841.259765625,6842.2001953125,6840.41015625,6840.93017578125,19296000
2025-12-01 18:40:00+00:00,6841.4501953125,6841.97021484375,6839.85986328125,6841.27001953125,17076000
2025-12-01 18:45:00+00:00,6840.8798828125,6843.06982421875,6840.56982421875,6841.43994140625,16316000
2025-12-01 18:50:00+00:00,6842.14990234375,6843.64990234375,6840.85986328125,6840.85986328125,16545000
2025-12-01 18:55:00+00:00,6842.509765625,6843.2900390625,6842.02001953125,6842.27978515625,16043000
2025-12-01 19:00:00+00:00,6836.22021484375,6842.52978515625,6835.41015625,6842.52978515625,22170000
2025-12-01 19:05:00+00:00,6833.4599609375,6836.259765625,6832.5400390625,6836.259765625,18466000
2025-12-01 19:10:00+00:00,6833.47021484375,6833.7099609375,6829.740234375,6833.419921875,17704000
2025-12-01 19:15:00+00:00,6828.580078125,6833.5,6826.5400390625,6833.5,18392000
2025-12-01 19:20:00+00:00,6822.9501953125,6829.97021484375,6821.39990234375,6828.60986328125,20700000
2025-12-01 19:25:00+00:00,6819.4501953125,6823.58984375,6818.759765625,6823.02978515625,19884000
2025-12-01 19:30:00+00:00,6817.68017578125,6819.5498046875,6812.31982421875,6819.5498046875,22813000
2025-12-01 19:35:00+00:00,6823.2900390625,6824.330078125,6817.83984375,6817.83984375,22482000
2025-12-01 19:40:00+00:00,6816.490234375,6823.39990234375,6816.47998046875,6823.39990234375,18257000
2025-12-01 19:45:00+00:00,6816.10009765625,6819.02978515625,6815.47998046875,6816.56005859375,18038000
2025-12-01 19:50:00+00:00,6818.14013671875,6819.43994140625,6814.43994140625,6816.14990234375,18174000
2025-12-01 19:55:00+00:00,6815.41015625,6818.43994140625,6814.72998046875,6818.1201171875,18283000
2025-12-01 20:00:00+00:00,6817.2099609375,6818.2099609375,6814.06005859375,6815.41015625,20959000
2025-12-01 20:05:00+00:00,6818.47998046875,6819.56982421875,6816.27978515625,6817.27978515625,22115000
2025-12-01 20:10:00+00:00,6822.72998046875,6823.39990234375,6818.47998046875,6818.47998046875,23466000
2025-12-01 20:15:00+00:00,6818.8701171875,6823.22021484375,6816.97021484375,6822.68017578125,24973000
2025-12-01 20:20:00+00:00,6818.68017578125,6820.27978515625,6817.72021484375,6818.740234375,23135000
2025-12-01 20:25:00+00:00,6820.8798828125,6821.080078125,6817.66015625,6818.68017578125,24384000
2025-12-01 20:30:00+00:00,6818.669921875,6822.02978515625,6816.6201171875,6820.93017578125,34292000
2025-12-01 20:35:00+00:00,6822.93017578125,6823.3701171875,6818.759765625,6818.759765625,32084000
2025-12-01 20:40:00+00:00,6823.509765625,6823.77001953125,6819.52001953125,6823.18994140625,37144000
2025-12-01 20:45:00+00:00,6818.509765625,6823.93994140625,6817.39013671875,6823.39013671875,46989000
2025-12-01 20:50:00+00:00,6812.52001953125,6821.33984375,6812.259765625,6818.4599609375,83852000
2025-12-01 20:55:00+00:00,6814.64990234375,6814.64990234375,6807.02001953125,6812.7998046875,211749000
2025-12-02 14:30:00+00:00,6833.72998046875,6836.72021484375,6830.72021484375,6830.9599609375,0
2025-12-02 14:35:00+00:00,6841.5498046875,6843.759765625,6833.009765625,6833.7099609375,48467743
2025-12-02 14:40:00+00:00,6836.9501953125,6842.3798828125,6834.990234375,6841.35009765625,42557046
2025-12-02 14:45:00+00:00,6833.58984375,6839.0,6831.97021484375,6837.5498046875,38888253
2025-12-02 14:50:00+00:00,6830.18994140625,6837.580078125,6829.5,6833.72021484375,36653078
2025-12-02 14:55:00+00:00,6837.89990234375,6839.8798828125,6829.60009765625,6830.1201171875,32763874
2025-12-02 15:00:00+00:00,6843.97021484375,6844.68994140625,6836.7001953125,6837.580078125,40329019
2025-12-02 15:05:00+00:00,6844.72998046875,6846.72998046875,6841.56005859375,6844.0400390625,36963913
2025-12-02 15:10:00+00:00,6843.60986328125,6844.72998046875,6837.169921875,6844.72998046875,40020176
2025-12-02 15:15:00+00:00,6844.5498046875,6845.89013671875,6842.490234375,6843.7998046875,30820375
2025-12-02 15:20:00+00:00,6844.9501953125,6845.14013671875,6839.7001953125,6844.52978515625,33409659
2025-12-02 15:25:00+00:00,6829.64013671875,6846.39990234375,6828.740234375,6844.8798828125,35736582
2025-12-02 15:30:00+00:00,6825.52001953125,6831.66015625,6822.85986328125,6829.52001953125,35800638
2025-12-02 15:35:00+00:00,6827.56005859375,6830.509765625,6823.56982421875,6825.5498046875,30343173
2025-12-02 15:40:00+00:00,6841.25,6841.990234375,6826.990234375,6827.3798828125,34313735
2025-12-02 15:45:00+00:00,6845.9501953125,6846.58984375,6839.75,6841.2099609375,30538434
2025-12-02 15:50:00+00:00,6846.52978515625,6850.56982421875,6845.52978515625,6846.0498046875,29050056
2025-12-02 15:55:00+00:00,6848.60009765625,6849.419921875,6846.10986328125,6846.5498046875,30134264
2025-12-02 16:00:00+00:00,6848.77001953125,6851.5498046875,6843.919921875,6848.4599609375,36901100
2025-12-02 16:05:00+00:00,6840.31005859375,6849.35986328125,6839.2998046875,6848.93017578125,35208062
2025-12-02 16:10:00+00:00,6829.43994140625,6841.97998046875,6825.9599609375,6840.22998046875,32051947
2025-12-02 16:15:00+00:00,6827.6201171875,6831.64013671875,6824.27001953125,6828.81005859375,30399319
2025-12-02 16:20:00+00:00,6814.7001953125,6830.6298828125,6814.3798828125,6827.6298828125,31877073
2025-12-02 16:25:00+00:00,6813.580078125,6818.39990234375,6810.85009765625,6814.60986328125,29726123
2025-12-02 16:30:00+00:00,6814.10986328125,6816.97021484375,6806.7099609375,6813.5400390625,28446194
2025-12-02 16:35:00+00:00,6821.81005859375,6821.81982421875,6812.81982421875,6813.39013671875,30288628
2025-12-02 16:40:00+00:00,6819.14013671875,6825.8701171875,6819.14013671875,6821.81982421875,23167140
2025-12-02 16:45:00+00:00,6817.8798828125,6821.7900390625,6815.7099609375,6818.72021484375,21976000
2025-12-02 16:50:00+00:00,6822.58984375,6823.85986328125,6817.9599609375,6818.08984375,20184000
2025-12-02 16:55:00+00:00,6819.39013671875,6826.0,6817.89990234375,6822.6298828125,22796000
2025-12-02 17:00:00+00:00,6824.4501953125,6827.5498046875,6818.740234375,6819.259765625,21609000
2025-12-02 17:05:00+00:00,6819.9599609375,6825.47021484375,6819.5,6824.33984375,24232000
2025-12-02 17:10:00+00:00,6826.14013671875,6826.14013671875,6819.14013671875,6819.72998046875,20185000
